Gene,Non-unique Gene name,Annotation,GCA_000024945.1,GCA_002005185.1,GCA_002082765.1,GCA_013393365.1,GCA_016127175.1,GCA_018406505.1,GCA_028743475.1,GCA_031190775.1,GCA_032695835.1,GCA_036456085.1,GCA_042850485.1,GCA_900186885.1,GCA_900187285.1,GCA_900637515.1,GCA_902810435.1
hemH,hemH,Ferrochelatase,OKNGDJCJ_00222,GFDNPGNJ_00793,,AMGBDAFE_00207,KOCEJNFM_01627,POEAOIBB_00204,GCKDAGAE_01868,PDIMPFPI_00173,,HCNBPFHJ_01803,BBFLPEJG_00217,AEMNHECO_00222,,PAGOGBDJ_00201,LAOJDNKF_00221
group_587,,hypothetical protein,OKNGDJCJ_00701,GFDNPGNJ_01326,,AMGBDAFE_01153,KOCEJNFM_01148,POEAOIBB_01166,GCKDAGAE_00841,PDIMPFPI_01180,,HCNBPFHJ_00771,BBFLPEJG_00682,AEMNHECO_00701,,PAGOGBDJ_01241,LAOJDNKF_01262
rlmB,rlmB;,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB;Putative TrmH family tRNA/rRNA methyltransferase,OKNGDJCJ_00921,GFDNPGNJ_01537,,AMGBDAFE_00946,KOCEJNFM_00928,POEAOIBB_00662,GCKDAGAE_00633,PDIMPFPI_00916,,HCNBPFHJ_00553,BBFLPEJG_00889,AEMNHECO_00921,,PAGOGBDJ_01035,LAOJDNKF_01043
mmuM,mmuM,Homocysteine S-methyltransferase,OKNGDJCJ_00364,GFDNPGNJ_00929,,AMGBDAFE_00351,KOCEJNFM_01485,POEAOIBB_00339,GCKDAGAE_00007,PDIMPFPI_00312,,HCNBPFHJ_01940,BBFLPEJG_00364,AEMNHECO_00364,,PAGOGBDJ_00334,LAOJDNKF_00356
group_507,,hypothetical protein,OKNGDJCJ_01021,GFDNPGNJ_01633,,AMGBDAFE_00855,KOCEJNFM_00828,POEAOIBB_00762,GCKDAGAE_00533,PDIMPFPI_00817,,HCNBPFHJ_00451,BBFLPEJG_00986,AEMNHECO_01021,,PAGOGBDJ_00933,LAOJDNKF_00947
group_500,,hypothetical protein,OKNGDJCJ_00005,GFDNPGNJ_00582,,AMGBDAFE_00005,KOCEJNFM_01844,POEAOIBB_00005,GCKDAGAE_01661,PDIMPFPI_01955,,HCNBPFHJ_01582,BBFLPEJG_00005,AEMNHECO_00005,,PAGOGBDJ_00005,LAOJDNKF_00005
benM~~~cynR_1,benM;cynR_1,HTH-type transcriptional regulator BenM;HTH-type transcriptional regulator CynR,OKNGDJCJ_00235,GFDNPGNJ_00807,,AMGBDAFE_00220,KOCEJNFM_01614,POEAOIBB_00217,GCKDAGAE_01882,PDIMPFPI_00186,,HCNBPFHJ_01817,BBFLPEJG_00231,AEMNHECO_00235,,PAGOGBDJ_00214,LAOJDNKF_00234
group_483,,hypothetical protein,OKNGDJCJ_00231,GFDNPGNJ_00802,,AMGBDAFE_00216,KOCEJNFM_01618,POEAOIBB_00213,GCKDAGAE_01878,PDIMPFPI_00182,,HCNBPFHJ_01813,BBFLPEJG_00227,AEMNHECO_00231,,PAGOGBDJ_00210,LAOJDNKF_00230
group_477,,hypothetical protein,OKNGDJCJ_01008,GFDNPGNJ_01623,,AMGBDAFE_00864,KOCEJNFM_00841,POEAOIBB_00752,GCKDAGAE_00542,PDIMPFPI_00830,,HCNBPFHJ_00464,BBFLPEJG_00976,AEMNHECO_01008,,PAGOGBDJ_00942,LAOJDNKF_00957
yciV,yciV,5'-3' exoribonuclease,OKNGDJCJ_00893,GFDNPGNJ_01509,,AMGBDAFE_00972,KOCEJNFM_00956,POEAOIBB_00635,GCKDAGAE_00660,PDIMPFPI_00944,,HCNBPFHJ_00581,BBFLPEJG_00861,AEMNHECO_00893,,PAGOGBDJ_01062,LAOJDNKF_01071
group_390,,hypothetical protein,OKNGDJCJ_01821,GFDNPGNJ_00473,,AMGBDAFE_01855,KOCEJNFM_00029,POEAOIBB_01837,GCKDAGAE_01542,PDIMPFPI_01856,,HCNBPFHJ_01483,BBFLPEJG_01870,AEMNHECO_01820,,PAGOGBDJ_01900,LAOJDNKF_01888
cysK_1~~~cysK_2,cysK_1;cysK_2,Cysteine synthase,OKNGDJCJ_00144,GFDNPGNJ_00725,,AMGBDAFE_00138,KOCEJNFM_01705,POEAOIBB_00132,GCKDAGAE_01800,PDIMPFPI_00106,,HCNBPFHJ_01731,BBFLPEJG_00151,AEMNHECO_00144,,PAGOGBDJ_00136,LAOJDNKF_00151
group_369,,hypothetical protein,OKNGDJCJ_01590,GFDNPGNJ_00184,,AMGBDAFE_01546,KOCEJNFM_00260,POEAOIBB_01565,GCKDAGAE_01224,PDIMPFPI_01568,,HCNBPFHJ_01162,BBFLPEJG_01609,AEMNHECO_01589,,PAGOGBDJ_01639,LAOJDNKF_01655
apc1~~~apc3,apc1;apc3,Acetophenone carboxylase alpha subunit;Acetophenone carboxylase gamma subunit,OKNGDJCJ_00442,GFDNPGNJ_01074,,AMGBDAFE_00427,KOCEJNFM_01407,POEAOIBB_00429,GCKDAGAE_00092,PDIMPFPI_00388,,HCNBPFHJ_02012,BBFLPEJG_00437,AEMNHECO_00442,,PAGOGBDJ_00414,LAOJDNKF_00490
rsmJ,rsmJ,Ribosomal RNA small subunit methyltransferase J,OKNGDJCJ_00899,GFDNPGNJ_01515,,AMGBDAFE_00967,KOCEJNFM_00950,POEAOIBB_00640,GCKDAGAE_00655,PDIMPFPI_00938,,HCNBPFHJ_00575,BBFLPEJG_00867,AEMNHECO_00899,,PAGOGBDJ_01057,LAOJDNKF_01065
group_306,,hypothetical protein,OKNGDJCJ_00849,GFDNPGNJ_01465,,AMGBDAFE_01015,KOCEJNFM_01000,POEAOIBB_00591,GCKDAGAE_00704,PDIMPFPI_00990,,HCNBPFHJ_00625,BBFLPEJG_00817,AEMNHECO_00849,,PAGOGBDJ_01106,LAOJDNKF_01115
group_224,,hypothetical protein,OKNGDJCJ_01009,GFDNPGNJ_01624,,AMGBDAFE_00863,KOCEJNFM_00840,POEAOIBB_00753,GCKDAGAE_00541,PDIMPFPI_00829,,HCNBPFHJ_00463,BBFLPEJG_00977,AEMNHECO_01009,,PAGOGBDJ_00941,LAOJDNKF_00956
rfaC~~~rfaF,rfaC;rfaF,Lipopolysaccharide heptosyltransferase 1;ADP-heptose--LPS heptosyltransferase 2,OKNGDJCJ_00403,GFDNPGNJ_01032,,AMGBDAFE_00389,KOCEJNFM_01446,POEAOIBB_00380,GCKDAGAE_00048,PDIMPFPI_00350,,HCNBPFHJ_01974,BBFLPEJG_00399,AEMNHECO_00403,,PAGOGBDJ_00372,LAOJDNKF_00447
group_189,,hypothetical protein,OKNGDJCJ_01646,GFDNPGNJ_00236,,AMGBDAFE_01628,KOCEJNFM_00204,POEAOIBB_01623,GCKDAGAE_01283,PDIMPFPI_01620,,HCNBPFHJ_01214,BBFLPEJG_01662,AEMNHECO_01645,,PAGOGBDJ_01708,LAOJDNKF_01708
group_121,,Putative heme-dependent peroxidase,OKNGDJCJ_00224,GFDNPGNJ_00795,,AMGBDAFE_00209,KOCEJNFM_01625,POEAOIBB_00206,GCKDAGAE_01870,PDIMPFPI_00175,,HCNBPFHJ_01805,BBFLPEJG_00219,AEMNHECO_00224,,PAGOGBDJ_00203,LAOJDNKF_00223
apaH~~~pphB,apaH;;pphB,Bis(5'-nucleosyl)-tetraphosphatase symmetrical;hypothetical protein;Serine/threonine-protein phosphatase 2,OKNGDJCJ_00797,GFDNPGNJ_01413,,AMGBDAFE_01067,KOCEJNFM_01052,POEAOIBB_00539,,PDIMPFPI_01094,,HCNBPFHJ_00678,BBFLPEJG_00765,AEMNHECO_00797,ICLGGANE_00779,PAGOGBDJ_01158,LAOJDNKF_01167
slyA,;slyA,hypothetical protein;Transcriptional regulator SlyA,OKNGDJCJ_01001,GFDNPGNJ_01615,,AMGBDAFE_00871,KOCEJNFM_00848,POEAOIBB_00744,GCKDAGAE_00554,PDIMPFPI_00838,,HCNBPFHJ_00474,BBFLPEJG_00968,AEMNHECO_01001,,PAGOGBDJ_00956,LAOJDNKF_00964
group_76,,hypothetical protein,OKNGDJCJ_01786,GFDNPGNJ_00436,,AMGBDAFE_01819,KOCEJNFM_00064,POEAOIBB_01805,GCKDAGAE_01509,PDIMPFPI_01824,,HCNBPFHJ_01455,BBFLPEJG_01839,AEMNHECO_01785,,PAGOGBDJ_01868,LAOJDNKF_01856
group_2614,,hypothetical protein,,GFDNPGNJ_01888,BFBCFGIC_01250,AMGBDAFE_00596,,POEAOIBB_01020,GCKDAGAE_00265,PDIMPFPI_00558,AGBEICAE_01780,HCNBPFHJ_00138,BBFLPEJG_01244,,,PAGOGBDJ_00631,LAOJDNKF_00688
group_1969,,hypothetical protein,OKNGDJCJ_01892,GFDNPGNJ_00541,,AMGBDAFE_01911,KOCEJNFM_01882,POEAOIBB_01890,GCKDAGAE_01610,PDIMPFPI_01913,,HCNBPFHJ_01540,,AEMNHECO_01891,,PAGOGBDJ_01960,LAOJDNKF_01937
gpx1~~~bsaA,gpx1;bsaA,Hydroperoxy fatty acid reductase gpx1;Glutathione peroxidase BsaA,OKNGDJCJ_01774,GFDNPGNJ_00424;GFDNPGNJ_00423,,,KOCEJNFM_00076,,GCKDAGAE_01497,PDIMPFPI_01812,,HCNBPFHJ_01442,BBFLPEJG_01826,AEMNHECO_01773,ICLGGANE_01789,PAGOGBDJ_01855,LAOJDNKF_01843
group_1959,,hypothetical protein,OKNGDJCJ_01893,GFDNPGNJ_00542,,AMGBDAFE_01912,KOCEJNFM_01881,POEAOIBB_01891,GCKDAGAE_01611,PDIMPFPI_01914,,HCNBPFHJ_01541,,AEMNHECO_01892,,PAGOGBDJ_01961,LAOJDNKF_01938
group_1932,,hypothetical protein,OKNGDJCJ_01806,GFDNPGNJ_00460,BFBCFGIC_01800,AMGBDAFE_01842,KOCEJNFM_00044,POEAOIBB_01825,GCKDAGAE_01528,,AGBEICAE_01009,HCNBPFHJ_01467,,AEMNHECO_01805,,PAGOGBDJ_01888,
group_1931,,hypothetical protein,OKNGDJCJ_01900,GFDNPGNJ_00552,,AMGBDAFE_01922,KOCEJNFM_01874,POEAOIBB_01900,GCKDAGAE_01622,PDIMPFPI_01925,,HCNBPFHJ_01552,BBFLPEJG_01924,AEMNHECO_01899,,,LAOJDNKF_01949
yhjX,yhjX,putative MFS-type transporter YhjX,,GFDNPGNJ_01804,BFBCFGIC_01159,AMGBDAFE_00684,,POEAOIBB_00935,GCKDAGAE_00357,PDIMPFPI_00647,,HCNBPFHJ_00282,BBFLPEJG_01155,,ICLGGANE_01218,PAGOGBDJ_00716,LAOJDNKF_00779
group_1738,tag,DNA-3-methyladenine glycosylase 1,OKNGDJCJ_01850,GFDNPGNJ_00502,,AMGBDAFE_01887,,POEAOIBB_01867,GCKDAGAE_01570,PDIMPFPI_01882,,HCNBPFHJ_01509,BBFLPEJG_01900,AEMNHECO_01849,,PAGOGBDJ_01929,LAOJDNKF_01917
group_1708,,hypothetical protein,OKNGDJCJ_01854,GFDNPGNJ_00504,,AMGBDAFE_01889,KOCEJNFM_01920,POEAOIBB_01869,GCKDAGAE_01572,PDIMPFPI_01885,,HCNBPFHJ_01512,,AEMNHECO_01853,,PAGOGBDJ_01932,LAOJDNKF_01920
hmuU_3~~~hmuU_5,hmuU_3;;hmuU_5,Hemin transport system permease protein HmuU;putative ABC transporter permease protein,OKNGDJCJ_01381,GFDNPGNJ_02001,,AMGBDAFE_00479,KOCEJNFM_00468,,,PDIMPFPI_00448,,HCNBPFHJ_00025,BBFLPEJG_01359,AEMNHECO_01381,ICLGGANE_01411,PAGOGBDJ_00468,LAOJDNKF_00552
fecE_2~~~fecE,fecE_2;fecE,Fe(3+) dicitrate transport ATP-binding protein FecE,OKNGDJCJ_01382,GFDNPGNJ_02002,,AMGBDAFE_00478,KOCEJNFM_00467,,,PDIMPFPI_00447,,HCNBPFHJ_00024,BBFLPEJG_01360,AEMNHECO_01382,ICLGGANE_01412,PAGOGBDJ_00467,LAOJDNKF_00551
yclQ,yclQ,putative ABC transporter solute-binding protein YclQ,OKNGDJCJ_01383,GFDNPGNJ_02003,,AMGBDAFE_00477,KOCEJNFM_00466,,,PDIMPFPI_00446,,HCNBPFHJ_00023,BBFLPEJG_01361,AEMNHECO_01383,ICLGGANE_01413,PAGOGBDJ_00466,LAOJDNKF_00550
group_1489,,hypothetical protein,OKNGDJCJ_01858,GFDNPGNJ_00509,,AMGBDAFE_01899,KOCEJNFM_01916,POEAOIBB_01877,GCKDAGAE_01586,PDIMPFPI_01887,,HCNBPFHJ_01514,BBFLPEJG_01904,AEMNHECO_01857,,PAGOGBDJ_01936,
sttH,sttH,Streptothricin hydrolase,OKNGDJCJ_00116,GFDNPGNJ_00695,,,KOCEJNFM_01733,,GCKDAGAE_01771,PDIMPFPI_00077,AGBEICAE_01327,HCNBPFHJ_01703,BBFLPEJG_00123,AEMNHECO_00116,ICLGGANE_00127,,LAOJDNKF_00120
group_1391,,hypothetical protein,OKNGDJCJ_01423,GFDNPGNJ_00025,,,KOCEJNFM_00426,POEAOIBB_01398,GCKDAGAE_01069,PDIMPFPI_01406,,HCNBPFHJ_01001,BBFLPEJG_01454,AEMNHECO_01423,,PAGOGBDJ_01473,LAOJDNKF_01494
soxS_1~~~soxS_2~~~soxS,soxS_1;soxS_2;soxS,Regulatory protein SoxS,OKNGDJCJ_01325,,BFBCFGIC_01301,AMGBDAFE_00534,KOCEJNFM_00524,POEAOIBB_00531,GCKDAGAE_00205,,,HCNBPFHJ_00079,BBFLPEJG_01305,AEMNHECO_01325,,PAGOGBDJ_00520,LAOJDNKF_00629
group_1314,,hypothetical protein,OKNGDJCJ_01187,GFDNPGNJ_01802,BFBCFGIC_01152,,KOCEJNFM_00662,,,PDIMPFPI_00649,AGBEICAE_01896,HCNBPFHJ_00284,BBFLPEJG_01153,AEMNHECO_01187,ICLGGANE_01216,,LAOJDNKF_00781
opuE_2,opuE_2,Osmoregulated proline transporter OpuE,OKNGDJCJ_01859,GFDNPGNJ_00513,,AMGBDAFE_01900,KOCEJNFM_01915,POEAOIBB_01878,GCKDAGAE_01590,PDIMPFPI_01899,,HCNBPFHJ_01526,,AEMNHECO_01858,,PAGOGBDJ_01943,LAOJDNKF_01922
group_1265,,hypothetical protein,,GFDNPGNJ_01814,BFBCFGIC_01175,AMGBDAFE_00673,,POEAOIBB_00946,GCKDAGAE_00339,PDIMPFPI_00632,AGBEICAE_01868,HCNBPFHJ_00267,BBFLPEJG_01164,,,PAGOGBDJ_00705,LAOJDNKF_00768
group_1248,,hypothetical protein,OKNGDJCJ_01669,,BFBCFGIC_01668,AMGBDAFE_01677,KOCEJNFM_00181,POEAOIBB_01674,GCKDAGAE_01341,,AGBEICAE_00856,HCNBPFHJ_01240,,AEMNHECO_01668,,PAGOGBDJ_01757,LAOJDNKF_01732
exbB_1~~~tolQ_1,exbB_1;tolQ_1,Biopolymer transport protein ExbB;Protein TolQ,OKNGDJCJ_00062,GFDNPGNJ_00630,BFBCFGIC_00112,AMGBDAFE_00055,KOCEJNFM_01787,,,PDIMPFPI_00005,AGBEICAE_01183,HCNBPFHJ_01633,BBFLPEJG_00048,AEMNHECO_00062,,,LAOJDNKF_00053
group_1199,,hypothetical protein,OKNGDJCJ_00063,GFDNPGNJ_00631,BFBCFGIC_00113,AMGBDAFE_00056,KOCEJNFM_01786,,,PDIMPFPI_00006,AGBEICAE_01184,HCNBPFHJ_01634,BBFLPEJG_00049,AEMNHECO_00063,,,LAOJDNKF_00054
group_1191,,hypothetical protein,OKNGDJCJ_00064,GFDNPGNJ_00632,BFBCFGIC_00114,AMGBDAFE_00057,KOCEJNFM_01785,,,PDIMPFPI_00007,AGBEICAE_01185,HCNBPFHJ_01635,BBFLPEJG_00050,AEMNHECO_00064,,,LAOJDNKF_00055
cirA_2~~~cirA_1,cirA_2;cirA_1,Colicin I receptor,OKNGDJCJ_00069,GFDNPGNJ_00633,BFBCFGIC_00119,AMGBDAFE_00058,KOCEJNFM_01780,,,PDIMPFPI_00012,AGBEICAE_01186,HCNBPFHJ_01640,BBFLPEJG_00051,AEMNHECO_00069,,,LAOJDNKF_00060
cirA_2~~~cirA_3,cirA_2;cirA_3,Colicin I receptor,OKNGDJCJ_00070,GFDNPGNJ_00634,BFBCFGIC_00120,AMGBDAFE_00059,KOCEJNFM_01779,,,PDIMPFPI_00013,AGBEICAE_01187,HCNBPFHJ_01641,BBFLPEJG_00052,AEMNHECO_00070,,,LAOJDNKF_00061
yfmC~~~fecB~~~fecB_2~~~yfmC_1,yfmC;fecB;fecB_2;yfmC_1,Fe(3+)-citrate-binding protein YfmC;Fe(3+) dicitrate-binding periplasmic protein,OKNGDJCJ_00071,GFDNPGNJ_00635,BFBCFGIC_00121,AMGBDAFE_00060,KOCEJNFM_01778,,,PDIMPFPI_00014,AGBEICAE_01188,HCNBPFHJ_01642,BBFLPEJG_00053,AEMNHECO_00071,,,LAOJDNKF_00062
dauA,dauA,C4-dicarboxylic acid transporter DauA,OKNGDJCJ_00870,GFDNPGNJ_01486,,,KOCEJNFM_00979,,GCKDAGAE_00683,PDIMPFPI_00967,,HCNBPFHJ_00604,BBFLPEJG_00838,AEMNHECO_00870,ICLGGANE_00852,PAGOGBDJ_01085,LAOJDNKF_01094
hmuU_1~~~hmuU_2,hmuU_1;hmuU_2,Hemin transport system permease protein HmuU,OKNGDJCJ_00072,GFDNPGNJ_00636,BFBCFGIC_00122,AMGBDAFE_00061,KOCEJNFM_01777,,,PDIMPFPI_00015,AGBEICAE_01189,HCNBPFHJ_01643,BBFLPEJG_00054,AEMNHECO_00072,,,LAOJDNKF_00063
fecE_1~~~fecE_2~~~yusV_2~~~yusV_1,fecE_1;fecE_2;yusV_2;yusV_1,Fe(3+) dicitrate transport ATP-binding protein FecE;putative siderophore transport system ATP-binding protein YusV,OKNGDJCJ_00073,GFDNPGNJ_00637,BFBCFGIC_00123,AMGBDAFE_00062,KOCEJNFM_01776,,,PDIMPFPI_00016,AGBEICAE_01190,HCNBPFHJ_01644,BBFLPEJG_00055,AEMNHECO_00073,,,LAOJDNKF_00064
pgtP,pgtP,Phosphoglycerate transporter protein,OKNGDJCJ_00396,GFDNPGNJ_01025,,AMGBDAFE_00380,KOCEJNFM_01453,POEAOIBB_00368,GCKDAGAE_00036,PDIMPFPI_00342,,,BBFLPEJG_00391,AEMNHECO_00396,,PAGOGBDJ_00363,LAOJDNKF_00440
bchI,bchI,Magnesium-chelatase 38 kDa subunit,OKNGDJCJ_00074,GFDNPGNJ_00638,BFBCFGIC_00124,AMGBDAFE_00063,KOCEJNFM_01775,,,PDIMPFPI_00017,AGBEICAE_01191,HCNBPFHJ_01645,BBFLPEJG_00056,AEMNHECO_00074,,,LAOJDNKF_00065
group_1086,btuB,Vitamin B12 transporter BtuB,OKNGDJCJ_00078,GFDNPGNJ_00642,BFBCFGIC_00128,AMGBDAFE_00067,KOCEJNFM_01771,,,PDIMPFPI_00021,AGBEICAE_01195,HCNBPFHJ_01649,BBFLPEJG_00060,AEMNHECO_00078,,,LAOJDNKF_00069
group_1039,,putative protein,OKNGDJCJ_00075,GFDNPGNJ_00639,BFBCFGIC_00125,AMGBDAFE_00064,KOCEJNFM_01774,,,PDIMPFPI_00018,AGBEICAE_01192,HCNBPFHJ_01646,BBFLPEJG_00057,AEMNHECO_00075,,,LAOJDNKF_00066
group_1038,,hypothetical protein,OKNGDJCJ_00077,GFDNPGNJ_00641,BFBCFGIC_00127,AMGBDAFE_00066,KOCEJNFM_01772,,,PDIMPFPI_00020,AGBEICAE_01194,HCNBPFHJ_01648,BBFLPEJG_00059,AEMNHECO_00077,,,LAOJDNKF_00068
glf,glf,UDP-galactopyranose mutase,OKNGDJCJ_00023,GFDNPGNJ_00599,,AMGBDAFE_00025,KOCEJNFM_01826,POEAOIBB_00026,GCKDAGAE_01682,PDIMPFPI_01974,,HCNBPFHJ_01602,BBFLPEJG_00022,AEMNHECO_00023,,PAGOGBDJ_00023,
cobN,cobN,Aerobic cobaltochelatase subunit CobN,OKNGDJCJ_00076,GFDNPGNJ_00640,BFBCFGIC_00126,AMGBDAFE_00065,KOCEJNFM_01773,,,PDIMPFPI_00019,AGBEICAE_01193,HCNBPFHJ_01647,BBFLPEJG_00058,AEMNHECO_00076,,,LAOJDNKF_00067
group_902,,hypothetical protein,OKNGDJCJ_01324,,BFBCFGIC_01300,AMGBDAFE_00535,KOCEJNFM_00525,POEAOIBB_01078,GCKDAGAE_00206,,,HCNBPFHJ_00080,BBFLPEJG_01304,AEMNHECO_01324,,PAGOGBDJ_00521,LAOJDNKF_00630
katA,katA,Catalase,OKNGDJCJ_01807,GFDNPGNJ_00461,,AMGBDAFE_01843,KOCEJNFM_00043,,GCKDAGAE_01530,PDIMPFPI_01843,,HCNBPFHJ_01468,BBFLPEJG_01858,AEMNHECO_01806,,PAGOGBDJ_01889,LAOJDNKF_01875
group_638,,hypothetical protein,OKNGDJCJ_01648,GFDNPGNJ_00238,,AMGBDAFE_01630,KOCEJNFM_00202,POEAOIBB_01625,GCKDAGAE_01289,PDIMPFPI_01622,,HCNBPFHJ_01216,BBFLPEJG_01664,AEMNHECO_01647,,,LAOJDNKF_01710
group_457,,hypothetical protein,OKNGDJCJ_01177,GFDNPGNJ_01791,BFBCFGIC_01141,,KOCEJNFM_00672,,,PDIMPFPI_00660,AGBEICAE_01907,HCNBPFHJ_00295,BBFLPEJG_01144,AEMNHECO_01177,ICLGGANE_01206,,LAOJDNKF_00790
yidD,yidD,Putative membrane protein insertion efficiency factor,OKNGDJCJ_01923,GFDNPGNJ_00575,,AMGBDAFE_01951,KOCEJNFM_01851,,GCKDAGAE_01653,PDIMPFPI_01948,,HCNBPFHJ_01575,BBFLPEJG_01947,AEMNHECO_01922,ICLGGANE_01891,,LAOJDNKF_01972
glpT_1~~~glpT_2~~~glpT,glpT_1;glpT_2;glpT,Glycerol-3-phosphate transporter,OKNGDJCJ_01843,GFDNPGNJ_00497,,AMGBDAFE_01881;AMGBDAFE_01880,KOCEJNFM_00007,POEAOIBB_01861,,PDIMPFPI_01876,,HCNBPFHJ_01503,BBFLPEJG_01894,AEMNHECO_01842,,PAGOGBDJ_01923,LAOJDNKF_01911
group_190,,hypothetical protein,OKNGDJCJ_01642,,BFBCFGIC_01640,AMGBDAFE_01624,KOCEJNFM_00208,POEAOIBB_01619,GCKDAGAE_01279,,AGBEICAE_00821,,BBFLPEJG_01658,AEMNHECO_01641,,PAGOGBDJ_01704,LAOJDNKF_01704
speC~~~speF,speC;speF,Constitutive ornithine decarboxylase;Inducible ornithine decarboxylase,,GFDNPGNJ_01152,BFBCFGIC_00531,AMGBDAFE_01323,,POEAOIBB_01337,GCKDAGAE_01009,,AGBEICAE_00506;AGBEICAE_00507,HCNBPFHJ_00942,,,ICLGGANE_00525,PAGOGBDJ_01411,LAOJDNKF_01436
group_1893,,hypothetical protein,OKNGDJCJ_00026,GFDNPGNJ_00602,,AMGBDAFE_00026,KOCEJNFM_01823,POEAOIBB_00029,GCKDAGAE_01683,PDIMPFPI_01977,,HCNBPFHJ_01603,,AEMNHECO_00026,,PAGOGBDJ_00024,
group_1881,,hypothetical protein,OKNGDJCJ_00745,GFDNPGNJ_01368,BFBCFGIC_00703,AMGBDAFE_01111,KOCEJNFM_01104,POEAOIBB_01118,,,AGBEICAE_00247,,,AEMNHECO_00745,ICLGGANE_00739,,LAOJDNKF_01215
group_1667,,hypothetical protein,OKNGDJCJ_01460,GFDNPGNJ_00057,,,KOCEJNFM_00389,POEAOIBB_01431,,PDIMPFPI_01439,,HCNBPFHJ_01028,BBFLPEJG_01482,AEMNHECO_01460,,PAGOGBDJ_01506,LAOJDNKF_01523
group_1634,,hypothetical protein,OKNGDJCJ_01350,,BFBCFGIC_01337,AMGBDAFE_00509,KOCEJNFM_00499,POEAOIBB_00508,GCKDAGAE_00176,,AGBEICAE_01694,HCNBPFHJ_00055;HCNBPFHJ_00056,,AEMNHECO_01350,,PAGOGBDJ_00497,
folT,folT,Folate transporter FolT,OKNGDJCJ_01345,GFDNPGNJ_01967,,,KOCEJNFM_00504,,,PDIMPFPI_00480,AGBEICAE_01699,HCNBPFHJ_00059,BBFLPEJG_01326,AEMNHECO_01345,ICLGGANE_01381,,LAOJDNKF_00586
group_1512,,hypothetical protein,OKNGDJCJ_00247,GFDNPGNJ_00818,,AMGBDAFE_00233,KOCEJNFM_01602,,,PDIMPFPI_00198,,HCNBPFHJ_01830,BBFLPEJG_00242,AEMNHECO_00247,,PAGOGBDJ_00227,LAOJDNKF_00245
group_1498,;radD,hypothetical protein;Putative DNA repair helicase RadD,OKNGDJCJ_01616,GFDNPGNJ_00210,BFBCFGIC_01599,,KOCEJNFM_00234,,GCKDAGAE_01253,PDIMPFPI_01594,,HCNBPFHJ_01188,BBFLPEJG_01634,AEMNHECO_01615,,,LAOJDNKF_01681
group_1466,,hypothetical protein,OKNGDJCJ_01436,GFDNPGNJ_00038,,AMGBDAFE_01397,KOCEJNFM_00413,,,PDIMPFPI_01419,AGBEICAE_00590,HCNBPFHJ_01014,BBFLPEJG_01467,AEMNHECO_01436,,,LAOJDNKF_01509
satP,;satP,hypothetical protein;Succinate-acetate/proton symporter SatP,OKNGDJCJ_01186,GFDNPGNJ_01801,BFBCFGIC_01151,,KOCEJNFM_00663,,GCKDAGAE_00361,PDIMPFPI_00650,AGBEICAE_01897,HCNBPFHJ_00285,,AEMNHECO_01186,ICLGGANE_01215,,
group_1295,,hypothetical protein,OKNGDJCJ_00117,,,AMGBDAFE_00118,KOCEJNFM_01732,,GCKDAGAE_01772,PDIMPFPI_00078,AGBEICAE_01328,,BBFLPEJG_00124,AEMNHECO_00117,,PAGOGBDJ_00112,LAOJDNKF_00121
group_1105,,hypothetical protein,OKNGDJCJ_00215,,BFBCFGIC_00192,AMGBDAFE_00200,KOCEJNFM_01634,POEAOIBB_00197,GCKDAGAE_01861,,AGBEICAE_01266,,,AEMNHECO_00215,,PAGOGBDJ_00194,LAOJDNKF_00214
group_1084,,hypothetical protein,OKNGDJCJ_00216,,BFBCFGIC_00193,AMGBDAFE_00201,KOCEJNFM_01633,POEAOIBB_00198,GCKDAGAE_01862,,AGBEICAE_01267,,,AEMNHECO_00216,,PAGOGBDJ_00195,LAOJDNKF_00215
group_1024,,hypothetical protein,OKNGDJCJ_01837,GFDNPGNJ_00490,,AMGBDAFE_01874,KOCEJNFM_00013,POEAOIBB_01855,,,,HCNBPFHJ_01497,BBFLPEJG_01888,AEMNHECO_01836,,PAGOGBDJ_01917,LAOJDNKF_01905
group_1015,,hypothetical protein,OKNGDJCJ_00758,GFDNPGNJ_01371,,AMGBDAFE_01106,KOCEJNFM_01091,POEAOIBB_01115,GCKDAGAE_00792,PDIMPFPI_01130,,,BBFLPEJG_00728,AEMNHECO_00758,,PAGOGBDJ_01194,
adeQ_1~~~adeQ_2,adeQ_1;adeQ_2,Adenine permease AdeQ,OKNGDJCJ_00528,GFDNPGNJ_01154,,,KOCEJNFM_01321,,GCKDAGAE_01008,PDIMPFPI_01349,,HCNBPFHJ_00940,BBFLPEJG_00511,AEMNHECO_00528,ICLGGANE_00527,,LAOJDNKF_01434
group_882,,hypothetical protein,OKNGDJCJ_00982,GFDNPGNJ_01596,,AMGBDAFE_00890,KOCEJNFM_00867,POEAOIBB_00724,,PDIMPFPI_00857,,HCNBPFHJ_00493,BBFLPEJG_00949,AEMNHECO_00982,,PAGOGBDJ_00976,
