Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
group_1354,,hypothetical protein,14,14,1.0,1,2267,,,,1314,1314,1314.0,OKNGDJCJ_01660,GFDNPGNJ_00250,BFBCFGIC_01655,AMGBDAFE_01664,KOCEJNFM_00190,POEAOIBB_01662,GCKDAGAE_01331,PDIMPFPI_01634,AGBEICAE_00840,HCNBPFHJ_01228,BBFLPEJG_01706,AEMNHECO_01659,,PAGOGBDJ_01744,LAOJDNKF_01721
ttuB,ttuB,Putative tartrate transporter,14,14,1.0,1,2245,,,,1314,1317,1314.4285714285713,OKNGDJCJ_01437,GFDNPGNJ_00039,BFBCFGIC_01417,AMGBDAFE_01398,KOCEJNFM_00412,POEAOIBB_01413,GCKDAGAE_01081,PDIMPFPI_01420,AGBEICAE_00592,HCNBPFHJ_01015,BBFLPEJG_01468,AEMNHECO_01437,,PAGOGBDJ_01487,LAOJDNKF_01510
group_1336,,hypothetical protein,14,14,1.0,1,2243,,,,555,657,628.2857142857143,OKNGDJCJ_00096,GFDNPGNJ_00665,BFBCFGIC_00148,AMGBDAFE_00088,KOCEJNFM_01753,POEAOIBB_00082,GCKDAGAE_01751,PDIMPFPI_00046,AGBEICAE_01215,HCNBPFHJ_01671,BBFLPEJG_00095,AEMNHECO_00096,,PAGOGBDJ_00078,LAOJDNKF_00089
group_1333,,hypothetical protein,14,14,1.0,1,2239,,,,501,576,566.3571428571429,OKNGDJCJ_01424,GFDNPGNJ_00026,BFBCFGIC_01400,AMGBDAFE_01384,KOCEJNFM_00425,POEAOIBB_01396,GCKDAGAE_01067,PDIMPFPI_01407,AGBEICAE_00571,HCNBPFHJ_01002,BBFLPEJG_01455,AEMNHECO_01424,,PAGOGBDJ_01471,LAOJDNKF_01495
group_1317,,hypothetical protein,14,14,1.0,1,2219,,,,930,930,930.0,OKNGDJCJ_00107,GFDNPGNJ_00676,BFBCFGIC_00239,AMGBDAFE_00105,KOCEJNFM_01742,POEAOIBB_00095,GCKDAGAE_01762,PDIMPFPI_00059,AGBEICAE_01315,HCNBPFHJ_01684,BBFLPEJG_00107,AEMNHECO_00107,,PAGOGBDJ_00093,LAOJDNKF_00102
group_1311,,putative transporter,14,14,1.0,1,2211,,,,1263,1308,1304.7857142857142,OKNGDJCJ_01183,GFDNPGNJ_01797,BFBCFGIC_01147,AMGBDAFE_00691,KOCEJNFM_00666,POEAOIBB_00929,,PDIMPFPI_00654,AGBEICAE_01901,HCNBPFHJ_00289,BBFLPEJG_01150,AEMNHECO_01183,ICLGGANE_01212,PAGOGBDJ_00724,LAOJDNKF_00784
pcp,pcp,Pyrrolidone-carboxylate peptidase,14,14,1.0,1,2175,,,,654,654,654.0,OKNGDJCJ_00108,GFDNPGNJ_00677,BFBCFGIC_00240,AMGBDAFE_00106,KOCEJNFM_01741,POEAOIBB_00096,GCKDAGAE_01763,PDIMPFPI_00060,AGBEICAE_01316,HCNBPFHJ_01685,BBFLPEJG_00108,AEMNHECO_00108,,PAGOGBDJ_00094,LAOJDNKF_00103
group_1286,,hypothetical protein,14,15,1.0714285714285714,1,2174,,,,747,1560,1453.8,OKNGDJCJ_01664,GFDNPGNJ_00256,BFBCFGIC_01662,AMGBDAFE_01670,KOCEJNFM_00186,POEAOIBB_01667,GCKDAGAE_01334,PDIMPFPI_01638,AGBEICAE_00848;AGBEICAE_00847,HCNBPFHJ_01234,BBFLPEJG_01710,AEMNHECO_01663,,PAGOGBDJ_01750,LAOJDNKF_01727
group_1281,,hypothetical protein,14,14,1.0,1,2169,,,,1350,1365,1357.0714285714287,OKNGDJCJ_00012,GFDNPGNJ_00589,BFBCFGIC_00013,AMGBDAFE_00014,KOCEJNFM_01837,POEAOIBB_00016,GCKDAGAE_01668,PDIMPFPI_01962,AGBEICAE_01124,HCNBPFHJ_01589,BBFLPEJG_00012,AEMNHECO_00012,,PAGOGBDJ_00013,LAOJDNKF_00012
group_1247,,hypothetical protein,14,14,1.0,1,2129,,,,459,459,459.0,OKNGDJCJ_01667,GFDNPGNJ_00259,BFBCFGIC_01666,AMGBDAFE_01675,KOCEJNFM_00183,POEAOIBB_01672,GCKDAGAE_01339,PDIMPFPI_01641,AGBEICAE_00853,HCNBPFHJ_01238,BBFLPEJG_01713,AEMNHECO_01666,,PAGOGBDJ_01755,LAOJDNKF_01730
aspC,aspC,Aspartate aminotransferase,14,14,1.0,1,1892,,,,1317,1323,1320.857142857143,OKNGDJCJ_00079,GFDNPGNJ_00643,BFBCFGIC_00129,AMGBDAFE_00068,KOCEJNFM_01770,POEAOIBB_00059,GCKDAGAE_01729,PDIMPFPI_00022,AGBEICAE_01196,HCNBPFHJ_01650,BBFLPEJG_00061,AEMNHECO_00079,,PAGOGBDJ_00056,LAOJDNKF_00070
yfeX,yfeX,putative deferrochelatase/peroxidase YfeX,14,14,1.0,1,1873,,,,942,942,942.0,OKNGDJCJ_01312,GFDNPGNJ_01934,BFBCFGIC_01286,AMGBDAFE_00548,KOCEJNFM_00537,POEAOIBB_01065,GCKDAGAE_00219,PDIMPFPI_00512,AGBEICAE_01741,HCNBPFHJ_00092,BBFLPEJG_01291,AEMNHECO_01312,,PAGOGBDJ_00586,LAOJDNKF_00642
cooS~~~cooS1~~~cooS2,cooS;cooS1;cooS2,Carbon monoxide dehydrogenase;Carbon monoxide dehydrogenase 1;Carbon monoxide dehydrogenase 2,14,15,1.0714285714285714,1,1797,,,,696,2205,2038.4,OKNGDJCJ_00214,GFDNPGNJ_00787,BFBCFGIC_00191,AMGBDAFE_00199,KOCEJNFM_01635,POEAOIBB_00196,GCKDAGAE_01860,PDIMPFPI_00167,AGBEICAE_01265;AGBEICAE_01264,HCNBPFHJ_01797,BBFLPEJG_00210,AEMNHECO_00214,,PAGOGBDJ_00193,LAOJDNKF_00213
group_999,,hypothetical protein,14,14,1.0,1,1696,,,,1185,1200,1194.2142857142858,OKNGDJCJ_00317,GFDNPGNJ_00888,BFBCFGIC_00349,AMGBDAFE_00305,KOCEJNFM_01532,POEAOIBB_00295,GCKDAGAE_01975,PDIMPFPI_00268,AGBEICAE_01438,HCNBPFHJ_01901,BBFLPEJG_00329,AEMNHECO_00317,,PAGOGBDJ_00296,LAOJDNKF_00320
macA_2~~~srpA~~~macA_1,macA_2;srpA;macA_1,Macrolide export protein MacA;Solvent efflux pump periplasmic linker SrpA,14,14,1.0,1,1604,,,,855,1065,1050.0,OKNGDJCJ_00011,GFDNPGNJ_00588,BFBCFGIC_00011,AMGBDAFE_00013,KOCEJNFM_01838,POEAOIBB_00015,GCKDAGAE_01667,PDIMPFPI_01961,AGBEICAE_01121,HCNBPFHJ_01588,BBFLPEJG_00011,AEMNHECO_00011,,PAGOGBDJ_00012,LAOJDNKF_00011
yisK,yisK;,putative protein YisK;putative protein,14,14,1.0,1,1587,,,,225,666,633.0,OKNGDJCJ_00765,GFDNPGNJ_01378,BFBCFGIC_00713,AMGBDAFE_01100,KOCEJNFM_01084,POEAOIBB_01108,GCKDAGAE_00786,PDIMPFPI_01124,AGBEICAE_00238,HCNBPFHJ_00710,BBFLPEJG_00734,AEMNHECO_00765,,PAGOGBDJ_01187,LAOJDNKF_01199
group_914,,hypothetical protein,14,14,1.0,1,1557,,,,312,447,390.42857142857144,OKNGDJCJ_00411,GFDNPGNJ_01040,BFBCFGIC_00430,AMGBDAFE_00397,KOCEJNFM_01438,POEAOIBB_00391,GCKDAGAE_00059,PDIMPFPI_00358,AGBEICAE_01578,HCNBPFHJ_01982,BBFLPEJG_00407,AEMNHECO_00411,,PAGOGBDJ_00380,LAOJDNKF_00455
mdtC~~~czcA,mdtC;czcA,Multidrug resistance protein MdtC;Cobalt-zinc-cadmium resistance protein CzcA,14,14,1.0,1,1483,,,,2871,3063,3049.285714285714,OKNGDJCJ_00010,GFDNPGNJ_00587,BFBCFGIC_00010,AMGBDAFE_00012,KOCEJNFM_01839,POEAOIBB_00014,GCKDAGAE_01666,PDIMPFPI_01960,AGBEICAE_01120,HCNBPFHJ_01587,BBFLPEJG_00010,AEMNHECO_00010,,PAGOGBDJ_00011,LAOJDNKF_00010
group_817,,hypothetical protein,14,14,1.0,1,1396,,,,954,954,954.0,OKNGDJCJ_01736,GFDNPGNJ_00386,BFBCFGIC_01744,AMGBDAFE_01775,KOCEJNFM_00114,POEAOIBB_01763,GCKDAGAE_01466,PDIMPFPI_01773,,HCNBPFHJ_01405,BBFLPEJG_01786,AEMNHECO_01735,ICLGGANE_01752,PAGOGBDJ_01825,LAOJDNKF_01803
group_768,,hypothetical protein,14,14,1.0,1,1326,,,,318,318,318.0,OKNGDJCJ_00009,GFDNPGNJ_00586,BFBCFGIC_00009,AMGBDAFE_00009,KOCEJNFM_01840,POEAOIBB_00009,GCKDAGAE_01665,PDIMPFPI_01959,AGBEICAE_01119,HCNBPFHJ_01586,BBFLPEJG_00009,AEMNHECO_00009,,PAGOGBDJ_00010,LAOJDNKF_00009
trpA,trpA,Tryptophan synthase alpha chain,14,14,1.0,1,1299,,,,792,792,792.0,OKNGDJCJ_00167,GFDNPGNJ_00748,BFBCFGIC_00301,AMGBDAFE_00162,KOCEJNFM_01682,POEAOIBB_00156,GCKDAGAE_01825,PDIMPFPI_00129,AGBEICAE_01382,HCNBPFHJ_01757,BBFLPEJG_00173,AEMNHECO_00167,,PAGOGBDJ_00162,LAOJDNKF_00180
group_755,,hypothetical protein,14,14,1.0,1,1297,,,,585,594,588.6428571428571,OKNGDJCJ_00087,GFDNPGNJ_00651,BFBCFGIC_00139,AMGBDAFE_00076,KOCEJNFM_01762,POEAOIBB_00068,GCKDAGAE_01737,PDIMPFPI_00030,AGBEICAE_01206,HCNBPFHJ_01658,BBFLPEJG_00084,AEMNHECO_00087,,PAGOGBDJ_00066,LAOJDNKF_00078
group_740,recF_1,DNA replication and repair protein RecF,14,14,1.0,1,1270,,,,1101,1101,1101.0,OKNGDJCJ_00004,GFDNPGNJ_00581,BFBCFGIC_00004,AMGBDAFE_00004,KOCEJNFM_01845,POEAOIBB_00004,GCKDAGAE_01660,PDIMPFPI_01954,AGBEICAE_01113,HCNBPFHJ_01581,BBFLPEJG_00004,AEMNHECO_00004,,PAGOGBDJ_00004,LAOJDNKF_00004
group_707,,hypothetical protein,14,14,1.0,1,1213,,,,252,252,252.0,OKNGDJCJ_00886,GFDNPGNJ_01502,BFBCFGIC_00839,AMGBDAFE_00979,KOCEJNFM_00963,POEAOIBB_00628,GCKDAGAE_00667,PDIMPFPI_00951,,HCNBPFHJ_00588,BBFLPEJG_00854,AEMNHECO_00886,ICLGGANE_00868,PAGOGBDJ_01069,LAOJDNKF_01078
mntB_1~~~mntB_2,mntB_1;mntB_2,Manganese transport system membrane protein MntB,14,15,1.0714285714285714,1,1177,,,,348,1101,1019.2,OKNGDJCJ_00204,GFDNPGNJ_00777,BFBCFGIC_00181,AMGBDAFE_00189,KOCEJNFM_01645,POEAOIBB_00186,GCKDAGAE_01849,PDIMPFPI_00157,AGBEICAE_01255;AGBEICAE_01254,HCNBPFHJ_01787,BBFLPEJG_00200,AEMNHECO_00204,,PAGOGBDJ_00183,LAOJDNKF_00203
group_676,lysP,Lysine-specific permease,14,14,1.0,1,1155,,,,1401,1485,1476.4285714285713,OKNGDJCJ_00008,GFDNPGNJ_00585,BFBCFGIC_00008,AMGBDAFE_00008,KOCEJNFM_01841,POEAOIBB_00008,GCKDAGAE_01664,PDIMPFPI_01958,AGBEICAE_01118,HCNBPFHJ_01585,BBFLPEJG_00008,AEMNHECO_00008,,PAGOGBDJ_00009,LAOJDNKF_00008
group_671,,hypothetical protein,14,14,1.0,1,1146,,,,1326,1332,1327.7142857142858,OKNGDJCJ_00624,GFDNPGNJ_01248,BFBCFGIC_00583,AMGBDAFE_01231,KOCEJNFM_01225,POEAOIBB_01243,GCKDAGAE_00919,PDIMPFPI_01257,AGBEICAE_00401,HCNBPFHJ_00848,BBFLPEJG_00605,AEMNHECO_00624,,PAGOGBDJ_01319,LAOJDNKF_01339
trpB,trpB,Tryptophan synthase beta chain,14,14,1.0,1,1098,,,,1194,1194,1194.0,OKNGDJCJ_00166,GFDNPGNJ_00747,BFBCFGIC_00300,AMGBDAFE_00161,KOCEJNFM_01683,POEAOIBB_00155,GCKDAGAE_01824,PDIMPFPI_00128,AGBEICAE_01381,HCNBPFHJ_01756,BBFLPEJG_00172,AEMNHECO_00166,,PAGOGBDJ_00161,LAOJDNKF_00179
ybcJ,;ybcJ,hypothetical protein;putative protein YbcJ,14,14,1.0,1,1037,,,,231,234,233.57142857142858,OKNGDJCJ_00003,GFDNPGNJ_00580,BFBCFGIC_00003,AMGBDAFE_00003,KOCEJNFM_01846,POEAOIBB_00003,GCKDAGAE_01659,PDIMPFPI_01953,AGBEICAE_01112,HCNBPFHJ_01580,BBFLPEJG_00003,AEMNHECO_00003,,PAGOGBDJ_00003,LAOJDNKF_00003
ttdT,ttdT,L-tartrate/succinate antiporter,14,14,1.0,1,930,,,,1467,1467,1467.0,OKNGDJCJ_00268,GFDNPGNJ_00839,BFBCFGIC_00232,AMGBDAFE_00252,KOCEJNFM_01581,POEAOIBB_00247,GCKDAGAE_01915,PDIMPFPI_00219,AGBEICAE_01307,HCNBPFHJ_01851,BBFLPEJG_00279,AEMNHECO_00268,,PAGOGBDJ_00246,LAOJDNKF_00266
group_518,,hypothetical protein,14,14,1.0,1,883,,,,96,96,96.0,OKNGDJCJ_00208,GFDNPGNJ_00781,BFBCFGIC_00185,AMGBDAFE_00193,KOCEJNFM_01641,POEAOIBB_00190,GCKDAGAE_01853,PDIMPFPI_00161,AGBEICAE_01259,HCNBPFHJ_01791,BBFLPEJG_00204,AEMNHECO_00208,,PAGOGBDJ_00187,LAOJDNKF_00207
group_514,,Oxalate-binding protein,14,14,1.0,1,876,,,,357,357,357.0,OKNGDJCJ_01438,GFDNPGNJ_00040,BFBCFGIC_01419,AMGBDAFE_01399,KOCEJNFM_00411,POEAOIBB_01414,GCKDAGAE_01082,PDIMPFPI_01421,AGBEICAE_00594,HCNBPFHJ_01016,BBFLPEJG_01469,AEMNHECO_01438,,PAGOGBDJ_01488,LAOJDNKF_01511
group_502,gyrB,DNA gyrase subunit B,14,14,1.0,1,856,,,,1902,1902,1902.0,OKNGDJCJ_00007,GFDNPGNJ_00584,BFBCFGIC_00007,AMGBDAFE_00007,KOCEJNFM_01842,POEAOIBB_00007,GCKDAGAE_01663,PDIMPFPI_01957,AGBEICAE_01116,HCNBPFHJ_01584,BBFLPEJG_00007,AEMNHECO_00007,,PAGOGBDJ_00008,LAOJDNKF_00007
mopII,mopII,Molybdenum-pterin-binding protein 2,14,14,1.0,1,841,,,,210,210,210.0,OKNGDJCJ_00622,GFDNPGNJ_01246,BFBCFGIC_00581,AMGBDAFE_01233,KOCEJNFM_01227,POEAOIBB_01245,GCKDAGAE_00921,PDIMPFPI_01259,AGBEICAE_00403,HCNBPFHJ_00850,BBFLPEJG_00603,AEMNHECO_00622,,PAGOGBDJ_01321,LAOJDNKF_01341
group_485,,hypothetical protein,14,14,1.0,1,825,,,,417,420,417.42857142857144,OKNGDJCJ_01060,GFDNPGNJ_01672,BFBCFGIC_01015,AMGBDAFE_00815,KOCEJNFM_00789,POEAOIBB_00801,,PDIMPFPI_00778,AGBEICAE_02031,HCNBPFHJ_00411,BBFLPEJG_01025,AEMNHECO_01060,ICLGGANE_01033,PAGOGBDJ_00851,LAOJDNKF_00908
trpC,trpC,Tryptophan biosynthesis protein TrpCF;Indole-3-glycerol phosphate synthase,14,14,1.0,1,788,,,,1434,1530,1478.7857142857142,OKNGDJCJ_00165,GFDNPGNJ_00746,BFBCFGIC_00299,AMGBDAFE_00160,KOCEJNFM_01684,POEAOIBB_00154,GCKDAGAE_01823,PDIMPFPI_00127,AGBEICAE_01380,HCNBPFHJ_01755,BBFLPEJG_00171,AEMNHECO_00165,,PAGOGBDJ_00160,LAOJDNKF_00178
prn_1~~~prn_4~~~prn_3~~~brkA,prn_1;;prn_4;prn_3;brkA,Pertactin autotransporter;hypothetical protein;BrkA autotransporter,14,15,1.0714285714285714,1,763,,,,477,2247,2085.6,OKNGDJCJ_01353,GFDNPGNJ_01972,BFBCFGIC_01342,AMGBDAFE_00505,KOCEJNFM_00496,POEAOIBB_00504,GCKDAGAE_00173;GCKDAGAE_00172,PDIMPFPI_00475,AGBEICAE_01686,HCNBPFHJ_00052,BBFLPEJG_01331,AEMNHECO_01353,,PAGOGBDJ_00493,LAOJDNKF_00581
dnaN,dnaN,Beta sliding clamp,14,14,1.0,1,720,,,,1113,1122,1114.2857142857142,OKNGDJCJ_00002,GFDNPGNJ_00579,BFBCFGIC_00002,AMGBDAFE_00002,KOCEJNFM_01847,POEAOIBB_00002,GCKDAGAE_01658,PDIMPFPI_01952,AGBEICAE_01111,HCNBPFHJ_01579,BBFLPEJG_00002,AEMNHECO_00002,,PAGOGBDJ_00002,LAOJDNKF_00002
group_394,,hypothetical protein,14,14,1.0,1,675,,,,345,345,345.0,OKNGDJCJ_01787,GFDNPGNJ_00437,BFBCFGIC_01783,AMGBDAFE_01820,KOCEJNFM_00063,POEAOIBB_01806,GCKDAGAE_01510,PDIMPFPI_01826,AGBEICAE_00990,HCNBPFHJ_01456,BBFLPEJG_01840,AEMNHECO_01786,,PAGOGBDJ_01869,LAOJDNKF_01857
yusV~~~yusV_3~~~yusV_2,yusV;yusV_3;yusV_2,putative siderophore transport system ATP-binding protein YusV,14,14,1.0,1,600,,,,783,783,783.0,OKNGDJCJ_01166,GFDNPGNJ_01780,BFBCFGIC_01130,AMGBDAFE_00710,KOCEJNFM_00683,POEAOIBB_00911,GCKDAGAE_00384,PDIMPFPI_00671,AGBEICAE_01918,HCNBPFHJ_00306,BBFLPEJG_01133,AEMNHECO_01166,,PAGOGBDJ_00744,LAOJDNKF_00801
metN2_2~~~metN2~~~metN_1,metN2_2;metN2;metN_1,Methionine import ATP-binding protein MetN 2;Methionine import ATP-binding protein MetN,14,15,1.0714285714285714,1,598,,,,495,1023,955.6,OKNGDJCJ_00264,GFDNPGNJ_00834,BFBCFGIC_00229,AMGBDAFE_00247,KOCEJNFM_01585,POEAOIBB_00244,GCKDAGAE_01912,PDIMPFPI_00214,AGBEICAE_01303;AGBEICAE_01304,HCNBPFHJ_01846,BBFLPEJG_00274,AEMNHECO_00264,,PAGOGBDJ_00241,LAOJDNKF_00261
narX_2~~~narX,narX_2;narX,Nitrate reductase-like protein NarX,14,14,1.0,1,595,,,,672,672,672.0,OKNGDJCJ_00230,GFDNPGNJ_00801,BFBCFGIC_00199,AMGBDAFE_00215,KOCEJNFM_01619,POEAOIBB_00212,GCKDAGAE_01877,PDIMPFPI_00181,AGBEICAE_01274,HCNBPFHJ_01812,BBFLPEJG_00226,AEMNHECO_00230,,PAGOGBDJ_00209,LAOJDNKF_00229
sbcC~~~sbcC_2~~~sbcC_1,sbcC;sbcC_2;sbcC_1,Nuclease SbcCD subunit C,14,15,1.0714285714285714,1,589,,,,1428,3084,2880.0,OKNGDJCJ_01417,GFDNPGNJ_00018,BFBCFGIC_01393,AMGBDAFE_01376,KOCEJNFM_00432,POEAOIBB_01388,GCKDAGAE_01059,PDIMPFPI_01399,AGBEICAE_00564;AGBEICAE_00565,HCNBPFHJ_00993,BBFLPEJG_01447,AEMNHECO_01417,,PAGOGBDJ_01465,LAOJDNKF_01486
mntB_3~~~mntB_2,mntB_3;mntB_2,Manganese transport system membrane protein MntB,14,14,1.0,1,506,,,,750,966,950.5714285714286,OKNGDJCJ_00205,GFDNPGNJ_00778,BFBCFGIC_00182,AMGBDAFE_00190,KOCEJNFM_01644,POEAOIBB_00187,GCKDAGAE_01850,PDIMPFPI_00158,AGBEICAE_01256,HCNBPFHJ_01788,BBFLPEJG_00201,AEMNHECO_00205,,PAGOGBDJ_00184,LAOJDNKF_00204
troA,troA,Periplasmic zinc-binding protein TroA,14,14,1.0,1,505,,,,942,942,942.0,OKNGDJCJ_00207,GFDNPGNJ_00780,BFBCFGIC_00184,AMGBDAFE_00192,KOCEJNFM_01642,POEAOIBB_00189,GCKDAGAE_01852,PDIMPFPI_00160,AGBEICAE_01258,HCNBPFHJ_01790,BBFLPEJG_00203,AEMNHECO_00207,,PAGOGBDJ_00186,LAOJDNKF_00206
narK~~~narU,narK;narU,Nitrate/nitrite transporter NarK;Nitrate/nitrite transporter NarU,14,15,1.0714285714285714,1,399,,,,531,1338,1252.0,OKNGDJCJ_00225,GFDNPGNJ_00796,BFBCFGIC_00194,AMGBDAFE_00210,KOCEJNFM_01624,POEAOIBB_00207,GCKDAGAE_01872,PDIMPFPI_00176,AGBEICAE_01268;AGBEICAE_01269,HCNBPFHJ_01807,BBFLPEJG_00220,AEMNHECO_00225,,PAGOGBDJ_00204,LAOJDNKF_00224
narH~~~narY,narH;narY,Respiratory nitrate reductase 1 beta chain;Respiratory nitrate reductase 2 beta chain,14,14,1.0,1,377,,,,1428,1434,1430.5714285714287,OKNGDJCJ_00228,GFDNPGNJ_00799,BFBCFGIC_00197,AMGBDAFE_00213,KOCEJNFM_01621,POEAOIBB_00210,GCKDAGAE_01875,PDIMPFPI_00179,AGBEICAE_01272,HCNBPFHJ_01810,BBFLPEJG_00224,AEMNHECO_00228,,PAGOGBDJ_00207,LAOJDNKF_00227
metP,metP,Methionine import system permease protein MetP,14,14,1.0,1,369,,,,672,672,672.0,OKNGDJCJ_00265,GFDNPGNJ_00835,BFBCFGIC_00230,AMGBDAFE_00248,KOCEJNFM_01584,POEAOIBB_00245,GCKDAGAE_01913,PDIMPFPI_00215,AGBEICAE_01305,HCNBPFHJ_01847,BBFLPEJG_00275,AEMNHECO_00265,,PAGOGBDJ_00242,LAOJDNKF_00262
trpD,trpD,Anthranilate phosphoribosyltransferase,14,14,1.0,1,367,,,,1011,1011,1011.0,OKNGDJCJ_00164,GFDNPGNJ_00745,BFBCFGIC_00298,AMGBDAFE_00159,KOCEJNFM_01685,POEAOIBB_00153,GCKDAGAE_01822,PDIMPFPI_00126,AGBEICAE_01379,HCNBPFHJ_01754,BBFLPEJG_00170,AEMNHECO_00164,,PAGOGBDJ_00159,LAOJDNKF_00177
trpE,trpE,Anthranilate synthase component 1,14,14,1.0,1,365,,,,1470,1470,1470.0,OKNGDJCJ_00162,GFDNPGNJ_00743,BFBCFGIC_00296,AMGBDAFE_00157,KOCEJNFM_01687,POEAOIBB_00151,GCKDAGAE_01820,PDIMPFPI_00124,AGBEICAE_01377,HCNBPFHJ_01752,BBFLPEJG_00168,AEMNHECO_00162,,PAGOGBDJ_00157,LAOJDNKF_00175
dnaA_1~~~dnaA~~~dnaA_2,dnaA_1;dnaA;dnaA_2,Chromosomal replication initiator protein DnaA,14,15,1.0714285714285714,1,225,,,,552,1620,1437.2,OKNGDJCJ_00001,GFDNPGNJ_00578,BFBCFGIC_00001,AMGBDAFE_00001,KOCEJNFM_01848,POEAOIBB_00001,GCKDAGAE_01657,PDIMPFPI_01951,AGBEICAE_01109;AGBEICAE_01110,HCNBPFHJ_01578,BBFLPEJG_00001,AEMNHECO_00001,,PAGOGBDJ_00001,LAOJDNKF_00001
norB,norB,Nitric oxide reductase subunit B,14,14,1.0,1,223,,,,2238,2238,2238.0,OKNGDJCJ_01565,GFDNPGNJ_00159,BFBCFGIC_01542,AMGBDAFE_01520,KOCEJNFM_00285,POEAOIBB_01538,GCKDAGAE_01199,PDIMPFPI_01543,,HCNBPFHJ_01137,BBFLPEJG_01584,AEMNHECO_01564,ICLGGANE_01588,PAGOGBDJ_01612,LAOJDNKF_01630
galE~~~galE_1~~~galE_2,galE;galE_1;galE_2,UDP-glucose 4-epimerase,13,14,1.0769230769230769,1,4385,,,,303,990,917.1428571428571,OKNGDJCJ_00681,GFDNPGNJ_01306,,AMGBDAFE_01174,KOCEJNFM_01168,POEAOIBB_01186,GCKDAGAE_00861,PDIMPFPI_01200,,HCNBPFHJ_00791,BBFLPEJG_00662,AEMNHECO_00681,ICLGGANE_00673,PAGOGBDJ_01261;PAGOGBDJ_01262,LAOJDNKF_01282
group_2714,,hypothetical protein,13,13,1.0,1,4370,,,,747,747,747.0,OKNGDJCJ_01763,GFDNPGNJ_00412,,AMGBDAFE_01795,KOCEJNFM_00087,POEAOIBB_01783,GCKDAGAE_01487,PDIMPFPI_01800,,HCNBPFHJ_01431,BBFLPEJG_01815,AEMNHECO_01762,ICLGGANE_01774,PAGOGBDJ_01845,LAOJDNKF_01832
group_2656,recX,Regulatory protein RecX,13,13,1.0,1,4287,,,,429,444,430.15384615384613,OKNGDJCJ_01227,GFDNPGNJ_01848,,AMGBDAFE_00638,KOCEJNFM_00622,POEAOIBB_00978,GCKDAGAE_00307,PDIMPFPI_00598,,HCNBPFHJ_00178,BBFLPEJG_01198,AEMNHECO_01227,ICLGGANE_01263,PAGOGBDJ_00671,LAOJDNKF_00734
psiE,psiE,Protein PsiE,13,13,1.0,1,4135,,,,396,396,396.0,OKNGDJCJ_00917,GFDNPGNJ_01533,BFBCFGIC_00869,,KOCEJNFM_00932,POEAOIBB_00658,GCKDAGAE_00637,PDIMPFPI_00920,AGBEICAE_00063,HCNBPFHJ_00557,BBFLPEJG_00885,AEMNHECO_00917,,PAGOGBDJ_01039,LAOJDNKF_01047
queE~~~queE_2,queE;queE_2,7-carboxy-7-deazaguanine synthase,13,13,1.0,1,4054,,,,663,756,730.1538461538462,OKNGDJCJ_01222,GFDNPGNJ_01843,BFBCFGIC_01203,AMGBDAFE_00643,KOCEJNFM_00627,,,PDIMPFPI_00603,AGBEICAE_01837,HCNBPFHJ_00183,BBFLPEJG_01193,AEMNHECO_01222,ICLGGANE_01258,PAGOGBDJ_00676,LAOJDNKF_00739
queD,queD,6-carboxy-5678-tetrahydropterin synthase,13,13,1.0,1,4052,,,,339,339,339.0,OKNGDJCJ_01223,GFDNPGNJ_01844,BFBCFGIC_01204,AMGBDAFE_00642,KOCEJNFM_00626,,,PDIMPFPI_00602,AGBEICAE_01836,HCNBPFHJ_00182,BBFLPEJG_01194,AEMNHECO_01223,ICLGGANE_01259,PAGOGBDJ_00675,LAOJDNKF_00738
group_2359,,hypothetical protein,13,14,1.0769230769230769,1,3897,,,,414,882,817.5,OKNGDJCJ_00865,GFDNPGNJ_01481,,AMGBDAFE_00999,KOCEJNFM_00984,POEAOIBB_00608,GCKDAGAE_00688,PDIMPFPI_00972;PDIMPFPI_00973,,HCNBPFHJ_00609,BBFLPEJG_00833,AEMNHECO_00865,ICLGGANE_00847,PAGOGBDJ_01090,LAOJDNKF_01099
iaaH,iaaH,Indole-3-acetyl-aspartic acid hydrolase,13,13,1.0,1,3512,,,,1296,1299,1296.2307692307693,OKNGDJCJ_00157,GFDNPGNJ_00737,,AMGBDAFE_00152,KOCEJNFM_01692,POEAOIBB_00145,GCKDAGAE_01811,PDIMPFPI_00118,,HCNBPFHJ_01743,BBFLPEJG_00163,AEMNHECO_00157,ICLGGANE_00162,PAGOGBDJ_00151,LAOJDNKF_00166
group_2057,,hypothetical protein,13,13,1.0,1,3511,,,,855,855,855.0,OKNGDJCJ_01104,GFDNPGNJ_01717,,AMGBDAFE_00770,KOCEJNFM_00745,POEAOIBB_00850,GCKDAGAE_00447,PDIMPFPI_00730,,HCNBPFHJ_00365,BBFLPEJG_01070,AEMNHECO_01104,ICLGGANE_01080,PAGOGBDJ_00805,LAOJDNKF_00863
